coverage_id,record_scope,relative_path,extension,size_bytes,sha256,inventory_and_preservation,container_or_manifest_integrity,format_processing,content_specific_check,traceability_check,epistemic_classification_check,visual_review_check,code_reproduction_check,negative_or_limitation_notes,applicable_checks_complete,coverage_state
COV-01312,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ.zip,.zip,204410,7142655509f3928f5bf9918f8e471d37cafd690407382bc923fb28f3506be376,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01313,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA.zip,.zip,390571,810441863f0f22edb01f2d4e08a13ce79daa50a8962a642ffe68e5b521a95388,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01314,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL.zip,.zip,622323,6fea57ee42f00baff1101d936c2d68808714cd86606b5f99ecce95403597d5a9,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01315,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA.zip,.zip,380841,a89701e925b053546612b53371f9e2f5b6ebde6e780245258775f859ca40a3e2,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01316,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO.zip,.zip,365007,7d1282576bbde6efac370299561ae7e7ad9f5eda0c60af5384d8f43ba4959b65,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01317,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA.zip,.zip,275646,6aea67374782dee475d29f45538fa48fb7b71477fb242b6a1109adf5cd9d4221,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01318,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA.zip,.zip,331317,4c126e96d93b2da914f7a5b0ad41e968b9993ffd135b5ce56df6e8202e62e171,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01319,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD.zip,.zip,265988,d53a35e652ea80b8c750a2885876108196543ae36d96951ff7e948d85f449934,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01320,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES.zip,.zip,337989,9e6b1cfed8732fe899e1fce7fbfd51bf0234b5c29195ccfdb306d1868f3b8076,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01321,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD.zip,.zip,176381,3e8538ea78512421cb2f1dbec3903cca8e6379890c894b519eb3e874a30d1c77,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01322,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION.zip,.zip,166629,229a7ceb7c5c7099271bddbf3f014b86070615fe4cc716095180a187f594b007,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01323,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO.zip,.zip,89665,e3f99f9fd87d6ad7e2a28ab0f422d06f86cea0893dca4e72c6a150521be20687,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01324,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA.zip,.zip,563641,5330f5ac13a4826bd004ad6269ef5954cba7fce17010fe8ee278d238286861f1,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01325,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA.zip,.zip,245041,e1d0a926fddb0923d67f76d1c18482373725eefc44926699a4644ffc69b8e531,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01326,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION.zip,.zip,740861,dbb9728c43562cf32b47cd07d4274e2e8d1d8f0fb156af9903e387729ccfbd7a,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01327,physical_outer_member,99_ORIGINALES_ZIP/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA.zip,.zip,645060,665fda9dc8d3cc96fcddacaabf4972e798a019d7b78355017a9875fcff8a1947,COVERED,NESTED_ZIP_TESTED_CLEAN,COVERED,zip_members_crc_and_safety_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01328,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/INDICE_ARCHIVOS.md,.md,8610,3d1a03d1b6587e97e97f44ca9dc7d079096171ce2e3a10e718fcc6641ce62485,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,markdown_blocks=4,embedded_markdown_segmented,claim_candidates_classified=2,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01329,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/MANIFIESTO_SHA256.csv,.csv,11941,08a03bba7e3afc75fbc450ffabc305ff0bd232c910a13cc0467724bbd952a78b,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01330,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/OMEGA_CORPUS_COMPLETO.md,.md,716631,a92572d747337012721f8585e6623b5df1848cf4a83c8420dd1fb3f337042f4e,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,markdown_blocks=11908,embedded_markdown_segmented,claim_candidates_classified=6642,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01331,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/README.md,.md,590,e34d451851d9c28c9e8f3b94f114abd5b32d87b32ee6202ba39cdf714df7b2e2,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,markdown_blocks=4,embedded_markdown_segmented,claim_candidates_classified=3,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01332,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Abelian_Charged_Branch_v9_2026-07-31.csv,.csv,2122,b9c5ae0457ea7092f1551ab6b3d4829c1cc097e9cc74e178bad50b2b472b87b5,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01333,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Abelian_Charged_Solver_v9_2026-07-31.py,.py,343,4df244f8a8b933d385dac744c5df9707ad836a3dea88d2961741470cb1a72c30,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,no_executable_logic,code_status=no_executable_logic,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-01334,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Abelian_Controls_v9_2026-07-31.csv,.csv,294,25ff6179dc166d7049af0ca33c6fac0062a22b4245dd61607f22dc828a041102,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01335,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Abelian_Profile_e_0.200_v9_2026-07-31.csv,.csv,351468,f939a48e0c86689578dc6b257225a9071e3993c2c689c1f8700cac986ffb23d8,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01336,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Adaptive_Charge_Continuation_v20_2026-07-31.csv,.csv,1301,5af5e50337ac9563b10e2115e1060d9767233999e5186653d0251f88fd9024ba,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01337,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Adaptive_Charge_Continuation_v20_CORRECTED_2026-07-31.csv,.csv,1291,1f5bb2ff1574996b397e1f421aaeef2467ba43a075ea07b0f5c38ad0d31f1b2b,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01338,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Adaptive_Charge_Profiles_v20_2026-07-31.csv,.csv,237947,cf77dc46dcbeaa84436485912388c17389251abb45c4d3b4b0d0a6545c32bbde,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01339,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Adaptive_Charge_Profiles_v20_CORRECTED_2026-07-31.csv,.csv,224339,205795173bd0f5ecf30b3756dfaaa9f34a0db8b66ac3659f46de6d1df0b942c2,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01340,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Adjacency_Metric_Toy_v47_2026-08-01.csv,.csv,624,ba29d57f9c6470c17a6842bd50d4a4b45814918995e73705968ad32c2ec56867,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01341,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Area_Law_Summary_v53_2026-08-01.csv,.csv,276,b2651c5b5515d015dcc0967c178976d2183f5244c5bff384730a7a6ecfb433e4,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01342,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Area_Volume_Counting_v53_2026-08-01.csv,.csv,1790,3400c8b8595b14af202d3a12abe6504df497337a0a4a0ffc09f4760174d69a8f,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01343,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Brecha_Espectral_Limite_v37_2026-08-01.csv,.csv,1276,0ee375a25196674d88e294e45f6fce80388902671452d6480695add0f7aa8a61,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01344,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Canales_Cuanticos_Fase_v41_2026-08-01.csv,.csv,33717,b1058aff39be7466601cbada532966123b9f6dc9f9f54d550eabbedd72109a80,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01345,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Cargado_Neutral_Limit_v15_2026-07-31.csv,.csv,1098,4db9cddaa10acf418aa0cd4778c3485ebe067b9284fed7f06cf8209e54df7c9f,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01346,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Conservation_Checks_v11_2026-07-31.csv,.csv,853,239a58500da6ada4784fa82f57d347c3542dbd13873f9b64acc86cde450207e4,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01347,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Critical_Points_Refined_v23_2026-07-31.csv,.csv,664,11cc92b2cd7521c561a8c730310ca7e1a90ede5777f20dd86c00390ad42f382b,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01348,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Critical_Points_v10_2026-07-31.csv,.csv,298,7be05d1d75f5ce211e19b77a88c00d3fcb9157b724838d52c630a130a7b61bb8,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01349,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Full_Branches_v10.csv,.csv,26582,abca41ad310f9a2b04a5a8095549c5c09bf49ca58d5da3fd08ca65647c93a48e,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01350,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Pulsation_BVP_v14_2026-07-31.py,.py,5605,9e8fa983a8e74a9622d95e9dcaca2e92ad9f70914c012dd5d60034fc5e491184,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,expected_interface_guard,code_status=expected_interface_guard,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-01351,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Pulsation_Spec_v12_2026-07-31.yaml,.yaml,716,4c1db3bd96c099ec2e4f2dfce8a18f2c7b1d34b178a75ede90f6a5ae4d8df924,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,yaml_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01352,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Reverse_Branches_v10.csv,.csv,2092,b865f6b23f72b866d9abeaf60f0fbf5bd65ce393dbd45219179790807af57d2d,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01353,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Static_Tangent_Profiles_v22_2026-07-31.csv,.csv,1996333,51367700acf435895800db203d61fb456b92accf019802bc7a265ecf5c8d0aad,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01354,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Charged_Static_Zero_Mode_Check_v22_2026-07-31.csv,.csv,4878,d91064ecce412971a2743e72a90cc5c6b9d2c6e25939c0c9527faf16bbac34ba,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01355,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Ciclos_Dimension_Phase_v40_2026-08-01.csv,.csv,2499436,7fe5066e7ab9868f8112057bef35d5c0c8565816422476f1b2108788b66b48b9,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01356,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Ciclos_Marginales_v40_2026-08-01.csv,.csv,2641,3f6fee820c565242c5946d1b31ebc1940374704fdfba4a0bf93c0b4b300b557a,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01357,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Cierre_Ciclos_Rango_Interno_v43_2026-08-01.csv,.csv,220,97cbc6a70451fb0f755055577e0cb8a9da1c8f65902b4bc4669c601d9ae6e0fb,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01358,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Cierre_Ciclos_Rangos_v43_2026-08-01.csv,.csv,873,8a51d26f9a648a132f20fd19590306ec8307d01206322d55536a1e5cbd49e516,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01359,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Clifford_Minimal_Dimensions_v42_2026-08-01.csv,.csv,205,8757df889a99d4889314637e650bccf490d31af6f4795d80feae13699174c12d,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01360,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Collision_Collapse_Trajectory_v51_2026-08-01.csv,.csv,46503,c87c71f900594d260efa2cd786c0399ef114011f151dba5bb7cc5d802dbba474,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01361,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Collision_Conservation_Checks_v51_2026-08-01.csv,.csv,333,5489f14b6d08e65c0b2588dfdf090e7f878b1c4ccb10a3f58bb5f671cbfcd5a1,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01362,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Collision_Effective_Generator_v51_2026-08-01.csv,.csv,220,63090c847b6027bb8c27d71685bdffb9d6c1a7cbe7e2dd907034a3e00bb5e41a,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01363,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Collision_Reversal_Cost_v51_2026-08-01.csv,.csv,716,945f6bce129557436bfee746fd5cf7f9436a07217c39814f3a66c4fdffc7b45f,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01364,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Conditional_Area_Thermodynamics_v53_2026-08-01.csv,.csv,13933,b2f84b3753d4b67c2658fb426e5713c00595c41db0761db831604ae1d6e4cf47,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01365,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Conservative_Mode_Profiles_e_to_zero_v19_2026-07-31.csv,.csv,192409,aa11e0b9384998ce819dcceb694046cf9338c9f7476601784775789d391dd1e2,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-01366,embedded_logical_member,Omega_Corpus_Completo_2026-08-01/Omega_Corpus_Completo/datos_asociados/Geometry_Omega_Conservative_Mode_e_to_zero_v19_2026-07-31.csv,.csv,375,5f6672ecd608126565fd5cd4f4b8258e18b60948995c710953ed795c07dd9002,COVERED,EMBEDDED_ZIP_MEMBER_PROCESSED,COVERED,csv_structurally_parsed_not_in_outer_dataset_catalog,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
