verdict_id,package,source_file,claim_or_scenario,original_status,normalized_epistemic_state,reason_or_correction,audit_note
V-0134,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Omega predicts varying alpha,not_currently,NO_DERIVADA_O_ABIERTA,The conservative branch predicts no variation; nonzero mismatch is a falsifiable extension.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0135,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Common primitive measure with uniform exponent,sufficient,DERIVADA_O_EXACTA_EN_SU_MARCO,"W and K inherit the same factor, so alpha is exactly invariant.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0136,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Common measure alone,not_sufficient,REFUTADA_O_NO_APOYADA_EN_MODELO,"If local scaling exponents differ and matter/field weight cells differently, effective exponents differ.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0137,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Same primitive support,protective,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Greater support overlap reduces mismatch but does not replace uniform scaling.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0138,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Measure-preserving coarse-graining,required,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,It preserves the integrals defining W and K; naive averaging introduces artificial alpha drift.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0139,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,a=b derived unconditionally,false,REFUTADA_O_NO_APOYADA_EN_MODELO,It follows only under explicit common-measure and common-scaling assumptions.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0140,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Ontological theorem candidate,conditional,CONDICIONAL,"If every local term is an integral over one indivisible continuity measure transformed uniformly, dimensionless ratios are protected.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0141,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Positive continuous composable response,sufficient_for_exponential,DERIVADA_O_EXACTA_EN_SU_MARCO,The only continuous positive characters of additive real u are exponentials.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0142,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Partition independence,supports_exponential,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Repeated subdivision converges to exp(-su).,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0143,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Single continuity implies one exponent s,not_derived,NO_DERIVADA_O_ABIERTA,Different sectors can each obey the same composition law with different s.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0144,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Finite field cannot produce exact rupture,supported_for_exponential,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,R(u)>0 for every finite u; zero occurs only in an infinite-field limit.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0145,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Normalize s=1,conventional,LIMITADA_O_CONVENCIONAL,Possible by rescaling u unless an independent normalization fixes u.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0146,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Universal s from ontological unity,open,NO_DERIVADA_O_ABIERTA,Requires an additional principle that all sectors are restrictions of one primitive measure character.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0147,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Universal plus relative decomposition,exact,DERIVADA_O_EXACTA_EN_SU_MARCO,Every exponent set can be written s_e=s0+delta_e.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0148,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Common mode as gravity,structurally_supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,It rescales all rates without changing branching.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0149,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Relative modes as gauge interactions,suggestive_not_derived,NO_DERIVADA_O_ABIERTA,"They change internal ratios and can carry signed responses, but no full gauge dynamics follows yet.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0150,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Coarse-graining restores universality,conditional,CONDICIONAL,Independent zero-mean deviations shrink as N^-1/2.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0151,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Correlated deviations disappear macroscopically,false,REFUTADA_O_NO_APOYADA_EN_MODELO,A correlated mode survives averaging.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0152,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Unique split into s0 and delta,false_without_constraint,REFUTADA_O_NO_APOYADA_EN_MODELO,A shift freedom remains unless mean delta is fixed.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0153,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Equivalence automatically exact,false,REFUTADA_O_NO_APOYADA_EN_MODELO,Species-dependent weighted means of delta produce violations.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0154,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Exact reversibility of ontology,not_supported_by_intuition_model,REFUTADA_O_NO_APOYADA_EN_MODELO,It erases genealogy and makes process time external.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0155,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Visible recurrence without ontological recurrence,supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Configurations repeat while lifted states remain unique.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0156,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Local inverse transition,supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,A local move reverses displacement without reversing accumulated history.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0157,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Global process irreversibility,supported_in_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Strictly increasing genealogy makes the lifted graph acyclic.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0158,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Holonomy requires exact return,false,REFUTADA_O_NO_APOYADA_EN_MODELO,Path memory can compare visibly equal but genealogically distinct states.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0159,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Gauge interpretation,still_open,NO_DERIVADA_O_ABIERTA,No physical phase or conserved charge is yet derived.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0160,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Time as order of continuation,strongly_supported_in_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Generation order emerges directly from irreversible continuation.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0161,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Reachability is transitive,derived,DERIVADA_O_EXACTA_EN_SU_MARCO,Finite continuation paths concatenate.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0162,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Continuity alone implies acyclicity,refuted,REFUTADA_O_NO_APOYADA_EN_MODELO,Directed cycles are connected and composable counterexamples.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0163,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,No exact ontological return implies strict partial order,derived_conditionally,CONDICIONAL,"Reachability becomes transitive and irreflexive, hence asymmetric.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0164,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Genealogical scalar g is fundamental,not_derived,NO_DERIVADA_O_ABIERTA,Only a partial order is forced; scalar labels are representations.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0165,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Finite acyclic continuation admits topological numbering,derived,DERIVADA_O_EXACTA_EN_SU_MARCO,Every finite DAG has at least one topological order.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0166,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Topological numbering is unique,false,REFUTADA_O_NO_APOYADA_EN_MODELO,Branching produces many compatible orders.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0167,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Genealogy can be represented without adding new physics,supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Use the derived order relation first; add scalar only operationally.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0168,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,No retorno desde continuidad sola,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,La continuidad admite ciclos.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0169,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,No retorno desde inclusión estricta,derivado,DERIVADA_O_EXACTA_EN_SU_MARCO,Cada actualización amplía la historia relacional.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0170,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Lista literal de eventos,demasiado_fuerte,REFUTADA_O_NO_APOYADA_EN_MODELO,Basta un invariante estrictamente monótono.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0171,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Precedencia causal como historia,favorecido,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Es relacional y no requiere reloj externo.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0172,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Memoria reversible,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Permite recurrencia.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0173,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Necesidad ontológica de historia causal,condicional,CONDICIONAL,Requiere incluir precedencias en el estado completo.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0174,OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Orden de continuación,derivado_condicionalmente,CONDICIONAL,La inclusión estricta induce aciclicidad.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0175,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Flecha ontológica,derivada_condicionalmente,CONDICIONAL,Historia causal estrictamente creciente.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0176,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Flecha termodinámica igual a ontológica,falso,REFUTADA_O_NO_APOYADA_EN_MODELO,La entropía macro puede fluctuar.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0177,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Entropía genealógica,apoyada,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,S_gen=ln Omega cuenta historias ocultas.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0178,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,S_gen actual estrictamente monótona,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Puede disminuir.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
